Monitoring Activity: Monitoring Activity Number,Project Name: Project Name,Monitoring Activity: ID,Comments,Contact,Completed?,Country,Department,Development Summary,DO,ECON Report Completed,ECON,ENV,ENV Report Completed,ENV Summary,Fiscal Year,Follow Up,"If Other Activity type, describe here",Monitoring Activity Date,Maturity Date,Monitoring Activity Type,Project ID,Site Visit Start Date,Site Visit Status,SOC,SOC Report Completed,SOC Summary,US Economic Impact Summary,Visit Number,Visit Reason,Monitoring Activity: Record Type,Monitoring Activity: Owner Role,Monitoring Activity: Last Modified Date,Project Name: Type,Project Name: Project Record Type,Project Name: Lead Source,Project Name: Requested DFC Amount,Project Name: Expected Revenue,Project Name: Won,Project Name: Closed,Project Name: Expected Commitment Date,Project Name: Next Step,Project Name: Process Stage,Project Name: Probability (%),Project Name: Fiscal Period,Project Name: Fiscal Year,Project Name: Age,Project Name: Stage Duration,Project Name: Report Category,Project Name: Description,Project Name: Has Line Item,Project Name: Private,Project Name: Created Date,Project Name: Last Modified Date,Project Name: Last Activity,Project Name: API ID,Project Name: Owner Role,Project Name: Project Owner: Title,Project Name: Project Owner: Company,Project Name: Project Owner: Department,Project Name: Project Owner: Division,Project Name: Project Owner: Profile,Project Name: Project Owner: Active,Project Name: Form 007 Comments,Project Name: Form 007 Status,Project Name: Form 007 GUID,Project Name: Form 007 Intake Number,Project Name: 007 Activation Code,Project Name: Form 007 Exception Detail,Project Name: Form 007 Exception Justification,Project Name: SOC Clearance,Project Name: SOC Is Data Sensitive,Project Name: Social Clearance Date,Project Name: Social Clearance Status,Project Name: Pipeline SOC Clearance Status,Project Name: Associated Fund,Project Name: Environmental Summary,Project Name: Environmental Clearance Notes,Project Name: Environmental Officer,Project Name: ENV Clearance,Project Name: ENV is Data Sensitive,Project Name: Env Category,Project Name: Environmental Clearance Date,Project Name: Environmental Clearance Status,Project Name: Pipeline Environmental Clearance Date,Project Name: Pipeline Environmental Clearance Status,Project Name: ECON IQ Metrics Original,Project Name: ECON IQ Metrics,Project Name: zPipeline Economic Clearance Status,Project Name: Secondary Reason for Termination,Project Name: U.S. Economic Impact:,Project Name: Economic Clearance Notes,Project Name: ECON Clearance,Project Name: ECON Project Info,Project Name: Pipeline Economic Clearance Status,Project Name: Pipeline Economic Clearance Date,Project Name: Economic Clearance Date,Project Name: Economic Clearance Status,Project Name: Secondary Office,"Project Name: ""Development/IQ"" Score",Project Name: IQ Score Total,Project Name: IQ Scoring Classification,Project Name: IQ Scoring Model,Project Name: Development/IQ” Score (proxy),Project Name: Unique Entity ID (SAM),Project Name: Is 008 Eligible,Project Name: Site Monitored,Project Name: Transferred to Monitoring,Project Name: In Monitoring,Project Name: Monitoring Designation,Project Name: Requires ODP Clearance,Project Name: ODP Recieved Date,Project Name: ODP Group,Project Name: U.S. Representative,Project Name: County,Project Name: Project ID,Project Name: Multiple Investors,Project Name: Investor Size SB,Project Name: Investment Committee Status,Project Name: Investment Committee Approval Date,Project Name: Other Investment Insurance Amount,Project Name: Investment Committee Scheduled Date,Project Name: Other Investment Insurance Details,Project Name: Has Equity Investment,Project Name: Board Approval Actual Date,Project Name: Board Approval Scheduled Date,Project Name: Board Approval Status,Project Name: Credit Approval Date,Project Name: Underwriting Approval Date,Project Name: Project Screening Approval Date,Project Name: Evaluation Committee Approval Date,Project Name: Funds Evaluation Committee Approval Date,Project Name: Loan Approval Date,Project Name: Equity Evaluation Committee Approve Date,Project Name: CEO Approval Date,Project Name: TA Approval Date,Project Name: Highest Level of Approval Needed,Project Name: Highest Level Approval Needed Achieved,Project Name: Host Country Income Category,Project Name: Country,Project Name: Host Country,Project Name: Project Countries,Project Name: Host Country Region,Project Name: Single Country Coverage,Project Name: Host Country is Review,Project Name: Host Country Low Income Priority,Project Name: Counts Toward Portfolio Exposure,Project Name: Consent Letter Counter Signed Date,Project Name: Discount Factor Pipeline,Project Name: Host Country Code,Project Name: Project Count Amount,Project Name: Reporting Count,Project Name: Country Income Level,Project Name: Lock Country Income Level,Project Name: Has US  Participant Project Account,Project Name: Reporting Count Notes,Project Name: CN Required for Country Override,Project Name: CN Required for Country,Project Name: Account Name,Project Name: Account Site,Project Name: Account Record Type,Project Name: Account Number,Project Name: Account ID,Project Name: Billing Country,Project Name: Shipping Country,Project Name: Country,Project Name: DFC Account ID,Project Name: Account Id
MA - 000017,"Levered Alsis Mexico Housing Opportunities, L.P.",a273d000000xJZO,,,,Mexico,ODP,,0,0,0,0,0,,2022,,,2/20/2023,9/30/2025,Environmental & Social Compliance Project Evaluation,9000003798,,,0,0,,,,,,Administrative,3/28/2023,,Fund,,50000000,50000000,1,1,9/30/2015,,Liquidating,100,Q4-2015,2015,77,2149,Portfolio,"The Fund will invest, through the use of privately-negotiated debt and mezzanine instruments, in housing-related assets in Mexico.",0,0,7/15/2015,3/21/2025,,006t0000001dtV1,,Investment Funds Specialist,,Office of Investment Funds (OIF),,Equity - Funds,1,,,,,,,,LHR-0377,0,5/21/2015,C-Cleared,Clearance Completed,,,":  The capitalization of a fund is screened as a Category D activity for the purposes of environmental and social assessment. Although no further assessment is warranted at this stage in the transaction, downstream investments made by the Fund will be screened at and subject to the full scope of OPIC’s environmental and social assessment process, including public disclosure within the host country of Environmental and Social Impact Assessments for Category A projects, conditionality and monitoring, as is warranted by the nature and scope of the downstream investments. The Fund will provide OPIC with an Environmental and Social Management System and Grievance mechanism prior to first disbursement to the Fund.","Brown, Diane",EN-00377,0,D,5/21/2015,C-Cleared,2015-05-21,Clearance Completed,a21t000000FlO31,9000003798-IQ Adjustment Initial Score 2015,Clearance Completed,,,,EC-02802,"Levered Alsis Mexico Housing Opportunities, L.P.",Clearance Completed,2019-06-24,3/26/2015,C-Cleared,,,0,Not Scored,0.1.4,,,0,0,,0,,0,,,,,9000003798,0,0,,6/18/2008,,,,0,7/17/2008,,,,,,,6/12/2008,7/17/2008,,,,IC,0,High,,Mexico,,Western Hem,0,0,0,1,,,523,,0,,0,0,"Updated reporting count and project relationship January, 2023. Reporting at portfolio company level",0,1,Alsis Funds,,SF,,001t0000001ufnM,,,USA,,A-015578
MA - 000016,Lomas Verdes (JOM),a273d000000xJIw,,,,Mexico,ODP,,0,0,0,0,0,,2022,,,2/21/2023,,Environmental & Social Compliance Project Evaluation,9000042639,,,0,0,,,,,,Administrative,3/28/2023,,Portfolio Company,,360000,360000,1,1,9/30/2017,,Consent Letter Completed,100,Q4-2017,2017,148,2570,Portfolio,Lomas Verdes (JOM) is housing development in Mexico.,0,0,5/5/2017,10/22/2024,,006t0000002E6pH,,Managing Director,,Office of Investment Funds (OIF),,Equity - Funds,1,,Policy Clearance Completed,3d8e607f-cea2-4e0a-b161-9fabbac83ae1,14409,,,,LHR-2228,0,7/24/2017,C-Cleared,Clearance Completed,,,,,EN-02228,0,B,10/3/2017,C-Cleared,2017-10-03,Clearance Completed,a21t000000HGgza,9000042639 Form_008_Submission_Adjustment 2021,,,,,EC-04693,a1It0000000TTiQ,Clearance Completed,2017-05-15,5/15/2017,C-Cleared,,,0,Not Scored,0.1.4,,,0,0,,0,,1,,,,,9000042639,0,0,,,,,,0,,,,,,,,,,,,,Sub-IC,0,High,,Mexico,Mexico,Western Hem,0,0,0,1,,,523,0,1,,0,0,"Jan 2024: Updated reporting count to 1, because project received FY22 DOS.",0,1,"Levered Alsis Mexico Housing Opportunities, L.P.",,SF,,001t0000001ufmw,,,,,A-015552
MA - 000014,Desarrolladora Vista Norte - DCM,a273d000000xJEG,,,,Mexico,ODP,,0,0,0,0,0,,2022,,,2/21/2023,,Environmental & Social Compliance Project Evaluation,9000072973,,,0,0,,,,,,Administrative,3/28/2023,,Portfolio Company,,1754479,1754479,1,1,9/30/2018,,Consent Letter Completed,100,Q4-2018,2018,227,2007,Portfolio,"The development of 788 middle income housing units, located in the municipality of Cuautitlan, Izcalli state of Mexico",0,0,2/15/2018,10/22/2024,,006t0000002kzWV,,Managing Director,,Office of Investment Funds (OIF),,Equity - Funds,1,,Policy Clearance Completed,fe43079d-4665-4ae5-8b28-005b10a1e4b2,18712,,,,LHR-2332,1,1/17/2019,C-Cleared,Clearance Completed,,,,,EN-02332,0,B,8/16/2019,C-Cleared,2019-08-16,Clearance Completed,a21t000000Et92C,9000072973 Form_008_Submission_Adjustment 2019,,,,,EC-04869,a1It0000000HF72,Clearance Completed,2019-01-08,1/8/2019,C-Cleared,,27.5,0,Not Scored,0.1.4,,,0,0,,0,,1,,,,,9000072973,0,0,,,,,,0,,,,,,,,,,,,,Sub-IC,0,High,,Mexico,Mexico,Western Hem,0,0,0,1,3/23/2020,,523,1754479,1,,0,0,,0,1,Alsis Funds,,SF,,001t0000001ufnM,,,USA,,A-015578
MA - 000013,Lomas de Amazoc - Gardenias,a273d000000xJBq,,,,Mexico,ODP,,0,0,0,0,0,,2022,,,2/22/2023,,Environmental & Social Compliance Project Evaluation,9000062886,,,0,0,,,,,,Administrative,3/28/2023,,Portfolio Company,,516000,516000,1,1,9/30/2018,,Invested,100,Q4-2018,2018,318,2112,Portfolio,mezz financing for housing project in Mexico,0,0,11/16/2017,10/22/2024,,006t0000002dSRp,,Managing Director,,Office of Investment Funds (OIF),,Equity - Funds,1,,Policy Clearance Completed,f322ad57-6c91-4144-8cdd-028a39210119,18448,,,,LHR-2294,1,10/2/2018,C-Cleared,Clearance Completed,,,,,EN-02294,0,B,8/1/2018,C-Cleared,2018-08-01,Clearance Completed,a21t000000HGgy8,9000062886 Form_008_Submission_Adjustment 2021,,,,,EC-04815,a1It0000000LQrl,Clearance Completed,2018-01-05,1/5/2018,C-Cleared,,57.5,0,Not Scored,0.1.4,,,0,0,,0,,1,,,,,9000062886,0,0,,,,,,0,,,,,,,,,,,,,Sub-IC,0,High,,Mexico,Mexico,Western Hem,0,0,0,1,,,523,516000,1,,0,0,,0,1,"Levered Alsis Mexico Housing Opportunities, L.P.",,SF,,001t0000001ufmw,,,,,A-015552
MA - 000015,DCM Elements,a273d000000xJ0F,,,,Mexico,ODP,,0,0,0,0,0,,2022,,,2/21/2023,,Environmental & Social Compliance Project Evaluation,9000042472,,,0,0,,,,,,Administrative,3/28/2023,,Portfolio Company,,1800000,1800000,1,1,9/30/2017,,Invested,100,Q4-2017,2017,289,2414,Portfolio,"Acquisition of land, permits and licenses, for construction of middle-income housing.",0,0,12/15/2016,10/22/2024,,006t0000001uRJ5,,Managing Director,,Office of Investment Funds (OIF),,Equity - Funds,1,,Policy Clearance in Progress,fa199c68-3663-4d77-b169-1c2fae31f4d4,10730,,,,LHR-2136,0,8/8/2017,C-Cleared,Clearance Completed,,,,,EN-02136,0,B,1/24/2017,C-Cleared,2017-01-24,Clearance Completed,a21t000000Et8cs,9000042472 Form_008_Submission_Adjustment 2020,,,,,EC-04555,a1It000000004Pr,Clearance Completed,2017-03-23,3/23/2017,C-Cleared,,42.5,150,Exceptional,0.1.4,,,0,0,,0,,1,,,,,9000042472,0,0,,,,,,0,,,,,,,,,,,,,Sub-IC,0,High,,Mexico,Mexico,Western Hem,0,0,0,1,,,523,,1,,0,0,,0,1,"Levered Alsis Mexico Housing Opportunities, L.P.",,SF,,001t0000001ufmw,,,,,A-015552
MA - 000012,In Pacifico,a273d000000xIso,,,,Mexico,ODP,,0,0,0,0,0,,2022,,,2/20/2023,,Environmental & Social Compliance Project Evaluation,9000052809,,,0,0,,,,,,Administrative,3/28/2023,,Portfolio Company,,516000,516000,1,1,9/30/2017,,Invested,100,Q4-2017,2017,24,2307,Portfolio,Development of 89 apartments in Los Reyes Coyoacan.,0,0,9/6/2017,10/22/2024,,006t0000002JAml,,Managing Director,,Office of Investment Funds (OIF),,Equity - Funds,1,,Policy Clearance Completed,9c17fc2f-a749-45ab-b43f-f503517bed5e,15540,,,,LHR-2278,0,8/29/2018,C-Cleared,Clearance Completed,,,,,EN-02278,0,B,10/16/2017,C-Cleared,2017-10-16,Clearance Completed,a21t000000HGgyh,9000052809 Form_008_Submission_Adjustment 2021,,,,,EC-04773,a1It00000004L8A,Clearance Completed,2017-09-27,9/27/2017,C-Cleared,,22.5,0,Not Scored,0.1.4,,,0,0,,0,,1,,,,,9000052809,0,0,,,,,,0,,,,,,,,,,,,,Sub-IC,0,High,,Mexico,Mexico,Western Hem,0,0,0,1,9/24/2018,,523,516000,1,,0,0,,0,1,"Levered Alsis Mexico Housing Opportunities, L.P.",,SF,,001t0000001ufmw,,,,,A-015552
MA - 000116,Eco Farm Mocambique Limitada,a27eq000000zZs5,,,,Mozambique,ODP,,0,0,0,0,0,,2024,,,12/6/2023,11/15/2030,Development Impact Monitoring Review,9000104610,,,0,0,,,,,,Office of Investment Policy,10/11/2024,,SMEF,,10000000,10000000,1,1,7/22/2022,,Transferred to Monitoring,100,Q4-2022,2022,711,684,Portfolio,EcoFarm is an integrated organic sugarcane farm and cattle herd with modern processing in one of the poorest rural communities in Africa.,0,0,8/10/2020,2/18/2025,,006t0000003QdaL,,Portfolio Monitoring Director,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,2c1531c0-e5ae-4541-b9d8-e3a46b7996ba,38876,,,,SOC-2902,1,5/18/2022,C-Cleared,Clearance Completed,,,,,EN-02902,0,B,5/17/2022,C-Cleared,2022-05-17,Clearance Completed,a21t000000Et7FY,9000104610-IQ Adjustment Initial Score 2022,,,,,EC-05660,a1It000000B20aR,Clearance Completed,2022-05-26,5/26/2022,C-Cleared,,133.8,133.78,Highly Developmental,0.1.4,,,0,0,6/15/2023,0,,1,,,,,9000104610,0,0,,,,,,0,,,,5/4/2022,,10/9/2020,,,5/4/2022,,,,Sub-IC,0,Low,,Mozambique,Mozambique,Africa,0,0,1,1,,,656,,1,Low Income,1,0,Reporting count updated January 2023,0,0,,,,,,,,,,
MA - 000049,Dolma Impact Fund II,a273d000001TCyO,,,,Nepal,ODP,,0,0,0,0,0,,,,ENVS Subcommittee Monitoring Visit,11/27/2023,4/24/2044,Environmental & Social Compliance Project Evaluation,9000105281,,,0,0,,,,,,Office of Investment Policy,7/31/2024,,Fund,,12000000,12000000,1,1,9/29/2021,,Disbursing (after 1st Disbursement),100,Q4-2021,2021,196,872,Portfolio,"Dolma Fund II will invest in Nepal's technology, healthcare, and renewable energy sectors with a focus on high impact deals tied to the UN's SDGs.",0,0,3/17/2021,4/8/2025,,006t0000004FBNM,,Investment Funds Specialist,,Office of Investment Funds (OIF),ECON Users,Equity - Funds,1,,Policy Clearance Completed,7e677053-91ab-4191-a6a0-8d2a7705df10,43804,,,Parent-level Investment Fund (IFD),SOC-2996,1,5/20/2021,C-Cleared,Clearance Completed,,,,,EN-02997,0,D,5/20/2021,C-Cleared,2021-05-20,Clearance Completed,a21t000000Et7sV,9000105281-IQ Adjustment Initial Score 2021,,,,,EC-05757,a1It000000B21ky,Clearance Completed,2021-06-11,6/11/2021,C-Cleared,,126.2,126.23,Highly Developmental,0.1.4,,,0,0,,0,,1,,,,,9000105281,0,0,,6/24/2021,,,,0,8/3/2021,,,,,3/17/2021,5/25/2021,5/25/2021,8/3/2021,,,,IC,0,Low,,Nepal,Nepal,Asia,0,0,0,1,,,367,,1,Lower Middle Income,1,0,Updated May 2023,0,0,Dolma Fund Management,,Yellow Book,,001t0000006dDJK,,,,,A-029484
MA - 000154,PetroTel Oman LLC,a27eq000002BhtJ,,,,Oman,ODP,,0,0,0,0,0,,2025,,,12/5/2024,3/14/2035,Environmental & Social Compliance Project Evaluation,9000052733,,,0,0,,,,,,,1/28/2025,,SF,,300000000,300000000,1,1,2/28/2019,,Transferred to Monitoring,100,Q2-2019,2019,597,1383,Portfolio,"Development of the Tibat-1 field in Musandam, Oman.",0,0,7/11/2017,3/17/2025,,006t0000002FLvs,,"Director, Asset Management",,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,ffbcc856-4b81-4c7f-b44d-e8ca6ec6ce30,21557,,,,SOC-2432,1,1/22/2019,C-Cleared,Clearance Completed,,,,,EN-02432,0,B,1/7/2019,C-Cleared,2019-01-07,Clearance Completed,a21t000000HGgzB,9000052733 Form_008_Submission_Adjustment 2021,,,,,EC-05106,a1It0000001K972,Clearance Completed,2019-01-08,1/8/2019,C-Cleared,,77.5,0,Not Scored,0.1.4,,SYJLV2P4E6G2,0,0,7/16/2021,0,,1,,,,,9000052733,0,0,,12/18/2018,,,,0,2/14/2019,,,12/12/2018,,2/12/2018,,,2/14/2019,,,,Board,0,High,,Oman,Oman,MENA,0,1,0,1,,,272,435000000,1,,0,1,"Updated reporting count and project relationship January, 2023",0,0,PetroTel Oman LLC,,,,001t0000008DYju,,,United States,,A-031427
MA - 000007,PetroTel Oman LLC,a273d000000kySC,,,,Oman,ODP,,0,0,0,0,0,,2022,,,11/8/2022,3/14/2035,Environmental & Social Compliance Project Evaluation,9000052733,,,0,0,,,,,,Administrative,12/20/2022,,SF,,300000000,300000000,1,1,2/28/2019,,Transferred to Monitoring,100,Q2-2019,2019,597,1383,Portfolio,"Development of the Tibat-1 field in Musandam, Oman.",0,0,7/11/2017,3/17/2025,,006t0000002FLvs,,"Director, Asset Management",,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,ffbcc856-4b81-4c7f-b44d-e8ca6ec6ce30,21557,,,,SOC-2432,1,1/22/2019,C-Cleared,Clearance Completed,,,,,EN-02432,0,B,1/7/2019,C-Cleared,2019-01-07,Clearance Completed,a21t000000HGgzB,9000052733 Form_008_Submission_Adjustment 2021,,,,,EC-05106,a1It0000001K972,Clearance Completed,2019-01-08,1/8/2019,C-Cleared,,77.5,0,Not Scored,0.1.4,,SYJLV2P4E6G2,0,0,7/16/2021,0,,1,,,,,9000052733,0,0,,12/18/2018,,,,0,2/14/2019,,,12/12/2018,,2/12/2018,,,2/14/2019,,,,Board,0,High,,Oman,Oman,MENA,0,1,0,1,,,272,435000000,1,,0,1,"Updated reporting count and project relationship January, 2023",0,0,PetroTel Oman LLC,,,,001t0000008DYju,,,United States,,A-031427
MA - 000142,Customer Voice TA Facility,a27eq000001li53,,,,Peru,ODP,,0,0,0,0,0,,2024,,Report for Locfund Next L.P. (9000104407) and portfolio MFI Arariwa.,11/30/2023,,Stakeholder Survey,9000116069,,,0,0,,,,,,Office of Investment Policy,12/16/2024,,Technical Assistance,,1000000,1000000,1,1,5/15/2023,,Disbursing (after 1st Disbursement),100,Q3-2023,2023,195,655,Portfolio,"The TA will establish the DFC Customer Voice TA Facility to support the design, implementation, and analysis of end-customer surveys.",0,0,11/1/2022,11/12/2024,,0063d0000029xMF,Office of Investment Policy,Technical Assistance Specialist,,Office of Development Policy (ODP),,Technical Assistance,0,,Not Created,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,Not Scored,0.1.4,,JXCNK5CC1LP8,0,0,,0,,1,,,,,9000116069,0,0,,,,,,0,,,,,,10/21/2022,,,,,,5/19/2023,Sub-IC,0,,,Worldwide,"Worldwide, Kenya",ALL,0,0,0,1,,,999,,,N/A,0,0,,0,0,"60 Decibels, Inc.",,,,0013d000009fMrW,,,United States,,A-036684
MA - 000108,Locfund Next L.P.,a27eq000000knvN,,,,Peru,ODP,,0,0,0,0,0,,2023,,Customer Voice Facility,11/30/2023,9/20/2028,Stakeholder Survey,9000104407,,,0,0,,,,,,Office of Investment Policy,12/16/2024,,SMEF,,20000000,20000000,1,1,9/10/2020,,Transferred to Monitoring,100,Q4-2020,2020,141,993,Portfolio,Locfund next provides loans to microfinance institutions in Latin America and is well-positioned to support their needs in the wake of the crisis.,0,0,4/22/2020,4/22/2025,,006t000000346rt,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,,,,COVID-19 Response,Other,SOC-2774,0,7/21/2020,C-Cleared,Clearance Completed,,,,,EN-02774,0,D,7/21/2020,C-Cleared,2020-07-21,Clearance Completed,a21t000000EtAEi,9000104407-IQ Adjustment Initial Score 2020,,,,,EC-05532,a1It0000009msD1,Clearance Completed,2020-08-11,8/11/2020,C-Cleared,,116.2,118.22,Highly Developmental,0.1.4,,,0,0,8/10/2022,0,,1,,,,,9000104407,0,0,,8/27/2020,,,,0,,,,8/13/2020,,5/27/2020,,,8/27/2020,,,,Sub-IC,0,,,Latin America Regional,"LATIN AMERICA REGIONAL, Ecuador",Western Hem,0,0,0,1,,,599,20000000,1,Upper Middle Income,1,0,,0,0,BIM,,SF,,001t000000HSzIU,,,Bolivia,,A-034193
MA - 000162,"Agri Exim Global Philippines, Inc.",a27eq000003SI8L,,,,Philippines,ODP,,0,0,0,0,0,,2025,,,3/13/2025,10/15/2030,Environmental & Social Compliance Project Evaluation,9000115521,,,0,0,,,,,,,4/29/2025,,SMEF,,20000000,20000000,1,1,9/22/2022,,Transferred to Monitoring,100,Q4-2022,2022,368,630,Portfolio,Capex and working capital financing to expand Agrex's organic coconut processing operations.,0,0,9/19/2021,4/16/2025,,006t0000004FIIy,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,645cfb7c-186c-4e21-804d-d403fcda3a6f,48945,,,,SOC-3123,0,8/31/2022,C-Cleared,Clearance Completed,,,,,EN-03124,0,B,8/31/2022,C-Cleared,2022-08-31,Clearance Completed,a21t000000EtALZ,9000115521-IQ Adjustment Initial Score 2022,,,,,EC-05888,a1It000000Fmzyz,Clearance Completed,2022-09-12,9/12/2022,C-Cleared,,116.71,116.71,Highly Developmental,0.1.4,,,0,0,8/8/2023,0,,1,,,,,9000115521,0,0,,,,,,0,,,,8/24/2022,,9/10/2021,,,8/24/2022,,,,Sub-IC,0,Middle,,Philippines,Philippines,Asia,0,0,0,1,,,492,,1,Lower Middle Income,1,1,Reporting count updated January 2023,0,1,Capricorn Investment Group LLC,,,,00170000012rfM1,United States,,USA,,A-002565
MA - 000147,Customer Voice TA Facility,a27eq000001lkMz,,,,Rwanda,ODP,,0,0,0,0,0,,2024,,Report for Zamuka Future of Work Fund (9000104859).,7/31/2024,,Stakeholder Survey,9000116069,,,0,0,,,,,,Office of Investment Policy,12/16/2024,,Technical Assistance,,1000000,1000000,1,1,5/15/2023,,Disbursing (after 1st Disbursement),100,Q3-2023,2023,195,655,Portfolio,"The TA will establish the DFC Customer Voice TA Facility to support the design, implementation, and analysis of end-customer surveys.",0,0,11/1/2022,11/12/2024,,0063d0000029xMF,Office of Investment Policy,Technical Assistance Specialist,,Office of Development Policy (ODP),,Technical Assistance,0,,Not Created,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,Not Scored,0.1.4,,JXCNK5CC1LP8,0,0,,0,,1,,,,,9000116069,0,0,,,,,,0,,,,,,10/21/2022,,,,,,5/19/2023,Sub-IC,0,,,Worldwide,"Worldwide, Kenya",ALL,0,0,0,1,,,999,,,N/A,0,0,,0,0,"60 Decibels, Inc.",,,,0013d000009fMrW,,,United States,,A-036684
MA - 000139,Customer Voice TA Facility,a27eq000001lhyb,,,,Rwanda,ODP,,0,0,0,0,0,,2024,,Report for Goodlife Rwanda (9000115933),4/30/2024,,Stakeholder Survey,9000116069,,,0,0,,,,,,Office of Investment Policy,12/16/2024,,Technical Assistance,,1000000,1000000,1,1,5/15/2023,,Disbursing (after 1st Disbursement),100,Q3-2023,2023,195,655,Portfolio,"The TA will establish the DFC Customer Voice TA Facility to support the design, implementation, and analysis of end-customer surveys.",0,0,11/1/2022,11/12/2024,,0063d0000029xMF,Office of Investment Policy,Technical Assistance Specialist,,Office of Development Policy (ODP),,Technical Assistance,0,,Not Created,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,Not Scored,0.1.4,,JXCNK5CC1LP8,0,0,,0,,1,,,,,9000116069,0,0,,,,,,0,,,,,,10/21/2022,,,,,,5/19/2023,Sub-IC,0,,,Worldwide,"Worldwide, Kenya",ALL,0,0,0,1,,,999,,,N/A,0,0,,0,0,"60 Decibels, Inc.",,,,0013d000009fMrW,,,United States,,A-036684
MA - 000115,Franchise Impact Solutions Facility,a27eq000000z8Z1,,,,Rwanda,ODP,,0,0,0,0,0,,2024,,,9/6/2024,9/15/2029,Development Impact Monitoring Review,9000104424,,,0,0,,,,,,,10/11/2024,,SMEF,,1383000,1383000,1,1,7/2/2021,,Transferred to Monitoring,100,Q4-2021,2021,427,995,Portfolio,Expansion financing to SPV for impact SME starting with Jibu in Uganda and Rwanda.,0,0,5/1/2020,4/29/2025,,006t0000003Q8uV,Origination Officer SF,Loan Monitoring Officer,,Office of Financial And Portfolio Management (OFPM),,OPIC SFI,1,,Policy Clearance Completed,362111ac-30a2-477f-8a5d-f7936654ca86,38103,,,,SOC-2845,0,1/26/2021,C-Cleared,Clearance Completed,,,,,EN-02845,0,C,1/26/2021,C-Cleared,2021-01-26,Clearance Completed,a21t000000Et6d5,9000104424-IQ Adjustment Initial Score 2021,,,,,EC-05603,a1It000000B1zF1,Clearance Completed,2021-02-09,2/9/2021,C-Cleared,,122.5,122.52,Highly Developmental,0.1.4,,DLCYRD2WJAF7,0,0,8/8/2022,0,,1,,,,,9000104424,0,0,,,,,,0,,,,3/3/2021,,8/20/2020,,,3/3/2021,,,,Sub-IC,0,,,Africa Regional,"Uganda, Rwanda, AFRICA REGIONAL",Africa,0,0,0,1,,,699,,1,Lower Middle Income,1,0,,0,0,Franchise Impact Solutions Facility,,SF,,001t000000PlgMV,,,United States,,A-035206
MA - 000113,Zamuka Future of Work Fund PLC,a27eq000000z77p,,,,Rwanda,ODP,,0,0,0,0,0,,2024,,,9/5/2024,10/15/2031,Development Impact Monitoring Review,9000104859,,,0,0,,,,,,,10/11/2024,,SMEF,,7000000,7000000,1,1,9/10/2021,,Transferred to Monitoring,100,Q4-2021,2021,240,699,Portfolio,"Capitalization of the Zamuka Future of Work Fund, which will provide income share agreements to marginalized youth in sub-Saharan Africa.",0,0,1/13/2021,4/16/2025,,006t0000004F9JZ,,Portfolio Monitoring Specialist,,Office of Financial And Portfolio Management (OFPM),,OPIC Portfolio Monitoring,1,,Policy Clearance Completed,d96b4b45-b3a9-4bd8-9259-ebe18049fb67,43232,,,,SOC-2978,0,4/9/2021,C-Cleared,Clearance Completed,,,,,EN-02979,0,C,4/9/2021,C-Cleared,2021-04-09,Clearance Completed,a21t000000Et7J6,9000104859-IQ Adjustment Initial Score 2021,,,,,EC-05736,a1It000000B21Nf,Clearance Completed,2021-06-03,6/3/2021,C-Cleared,,133,132.96,Highly Developmental,0.1.4,,C6S6EDNTRGE5,0,0,5/31/2023,0,,1,,,,,9000104859,0,0,,,,,,0,,,,9/1/2021,,1/27/2021,,,9/1/2021,,,,Sub-IC,0,,,Africa Regional,"AFRICA REGIONAL, Rwanda",Africa,0,0,0,1,,,699,,1,Lower Middle Income,1,0,,0,0,Chancen International Rwanda,,,,001t000000hibKL,,,Rwanda,,A-036093
